,Class Index,Description
1656,6,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''"
1657,4,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?
1658,6,How many URL extensions are there ? and what are they ?
1659,6,How long after intercourse does it take to find out if you are pregnant ?
1660,1,What does U.S.S.R. stand for ?
1661,4,"Who created the Fantastic Four , Hulk , and Thor ?"
1662,3,What is a fear of gravity ?
1663,4,Who is the composer of `` Canon in D Major '' ?
1664,2,What did n't Rocky Marciano do in his pro boxing career ?
1665,5,Where are all European and American eels born ?
1666,4,Who was the author of the novel `` Far From the Madding Crowd '' ?
1667,2,What is the definition of ` graphic details ' ?
1668,3,What was `` America 's recessed-filter cigarette '' ?
1669,3,What kind of dog is Scooby Doo ?
1670,2,What is the function of the appendix ?
1671,4,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?
1672,3,Which sex is twice as likely to contract leprosy ?
1673,5,What was the first town to be chartered in Vermont ?
1674,5,What state has the longest Great Lakes shoreline ?
1675,5,What U.S. state ends with a G ?
1676,6,How many varieties of twins are there ?
1677,2,What is a Cartesian Diver ?
1678,5,What are the largest libraries in the US ?
1679,6,How many people live in the Falklands ?
1680,4,Who was Camp David named for ?
1681,3,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?
1682,4,Who portrayed `` the man without a face '' in the movie of the same name ?
1683,2,What happened in dogtown in 1899 to make that year remembered ?
1684,3,What wheel did Blaise Pascal invent in a search for perpetual motion ?
1685,6,How much money was the minimum wage in 1991 ?
1686,6,In what year was the first patent for the pull-tab opener on cans obtained ?
1687,5,What country boasts the most dams ?
1688,6,What is the regular price ?
1689,5,What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?
1690,5,Where can one find Mozambique ?
1691,2,How do you recognize anorexia ?
1692,3,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?
1693,5,In what city is the US Declaration of Independence located ?
1694,2,What is the largest variety of cactus ?
1695,4,Who won the first World Series ?
1696,3,What did Aaron Hass write ?
1697,4,Who is Samuel Pickering ?
1698,4,What was the business of the animated Sky Hawks ?
1699,4,Who was credited with saying : `` I never met a man I did n't like '' ?
1700,3,"What overalls are named for Dungri , a suburb of Bombay ?"
1701,2,Why do rooftops give off steam after a big rainstorm ?
1702,5,What nationality was Jackson Pollock ?
1703,6,How much of the earth 's surface is permanently frozen ?
1704,3,What is the connection between New Krypton and Daxam ?
1705,6,When was Queen Victoria born ?
1706,6,How many people were executed for Abraham Lincoln 's assassination ?
1707,2,What must a Las Vegas blackjack dealer do when he reaches 16 ?
1708,5,What is worth seeing in Reims ?
1709,3,What type of performer is Ileana Cotrubas ?
1710,6,When was Yemen reunified ?
1711,3,What line of candy products included Super Skrunch and Peanut Butter Oompas ?
1712,2,Why did the Anglican church split from the Vatican ?
1713,4,What organization has a Security Council ?
1714,2,How would I find the price of different organs that have been donated ?
1715,4,What Mexican leader was shot dead in 1923 ?
1716,1,What does NECROSIS mean ?
1717,2,What is magnetar ?
1718,3,"What feud ended with a marriage in Kentucky on March 21 , 1891 ?"
1719,3,What color is the stripe along each side of a Coho salmon ?
1720,6,What is the federal minimum wage ?
1721,3,Mississippi is nicknamed what ?
1722,6,What are the unemployment statistics for the years 1965 and 1990 ?
1723,5,Where is Santa Lucia ?
1724,4,What female painter produced primitives of rural New England life ?
1725,4,What are names of two old men who appear in the serial tv Muppets Show ?
1726,3,What war saw battles at Parrot 's Beak and Black Virgin ?
1727,2,What should you yell to hail a taxi in Madrid ?
1728,6,What is the horsepower of the shuttle boosters ?
1729,6,What year did Apartheid start ?
1730,4,Who created Big Ben ?
1731,5,What city is found in the city of OZ ?
1732,2,What ever happened to the once popular Yale Lock Company ?
1733,4,Name the Marvel team loosely based on DC 's Justice League of America ?
1734,3,What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?
1735,5,"What populous state covers 49 , 576 square miles ?"
1736,4,What college football team did Knute Rockne build into a power ?
1737,5,In what state was there an 11 million gallon oil spill ?
1738,6,"When did Aldous Huxley write , `` Brave New World '' ?"
1739,5,What country did the ancient Romans refer to as Hibernia ?
1740,4,In what high-risk business venture did Jimmy the Greek bet and lose ?
1741,3,What do chefs call The Master Spice ?
1742,1,What is the abbreviation of General Motors ?
1743,2,What is a Devo hat ?
1744,6,How long was the longest hiccup attack ?
1745,3,What kind of weapons were used in Medieval warfare ?
1746,6,How many people live in Tokyo ?
1747,4,What fruit-topped actress was known as The Brazilian Bombshell ?
1748,3,What are birds descendents of ?
1749,4,"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?"
1750,3,Which Kevin Costner movie involves the Sioux Indians ?
1751,4,Who played the title role in My Favorite Martian ?
1752,2,How does a scientific calculator work ?
1753,3,What is a fear of fur ?
1754,4,Who invented the game Scrabble ?
1755,3,What part of their attire were `` pothooks '' to cowboys of the Old West ?
1756,6,When did humans first begin to write history seriously ?
1757,2,Why do we have to go to school ?
1758,2,What is Toulmin logic ?
1759,3,A corgi is a kind of what ?
1760,5,What city in the U.S. experienced the most growth recently ?
1761,2,What is a dangling participle ?
1762,5,What Tokyo street glitters with famed department stores and nightclubs ?
1763,6,What was the average life expectancy during the Stone Age ?
1764,4,"When Mighty Mouse was conceived , what was his original name ?"
1765,2,What is the origin of the peace symbol ?
1766,4,What group starred in the movie Rock Around the Clock ?
1767,6,How many U.S. presidents were assassinated during Queen Victoria 's reign ?
1768,6,When was the first flush toilet invented ?
1769,4,What is Nathan Hamill 's role in the new Star Wars prequel ?
1770,6,How many disks does each player have in a four-handed game of Crokinole ?
1771,6,How old is the sun ?
1772,6,What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?
1773,2,"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?"
1774,2,How do I write to my Congressman ?
1775,6,How many years ago did Led Zeppelin release its last album ?
1776,3,What is the term for a group of geese ?
1777,6,How many people was Randy Craft convicted of killing ?
1778,3,What was the name of the famous battle between Texas and Mexico ?
1779,5,What country are you in if you woo in the Wu dialect ?
1780,3,What do you call a Poker hand with five cards of the same suit ?
1781,4,What New York Yankee was known as The Iron Horse ?
1782,4,Who is considered The First Lady of the American Stage ?
1783,4,Who penned : `` Neither a borrower nor a lender be '' ?
1784,2,What is moxie ?
1785,3,What was the first Sam Spade novel ?
1786,3,What song did Patti Page set people dancing to in 1950 ?
1787,4,Who headed Hitler 's infamous Gestapo ?
1788,5,What South American city features the exclusive Copacabana Beach and Ipanema ?
1789,5,What German city do Italians call The Monaco of Bavaria ?
1790,5,"What island group contains Jersey , Guernsey , Sark and Herm ?"
1791,3,What is a fear of strong light ?
1792,4,What is a person called that likes fire ?
1793,5,"Where was helium first discovered , hence its name ?"
1794,3,What is the best way to overcome a fear ?
1795,4,Name a South African diamond producer ?
1796,4,Who made the musical plea Be True to Your School ?
1797,4,What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?
1798,6,What season is the setting for Shakespeare 's Midsummer Night 's Dream ?
1799,4,Name a band which was famous in the 1960 's .
1800,4,What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?
1801,5,What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?
1802,4,What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?
1803,6,What is the current ticket fare from from Cairo to Barbados ?
1804,5,What is the second highest mountain peak in the world ?
1805,4,What Good Little Witch is Casper 's girlfriend ?
1806,3,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?
1807,4,"What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?"
1808,3,What war did the Potsdam Conference follow ?
1809,3,What 's the most common non-contagious disease in the world ?
1810,6,"What month , date , and year did Charles I die ?"
1811,6,How many cubic feet of space does a gallon of water occupy ?
1812,2,What is the hair style called that new military recruits receive ?
1813,5,What 's the world 's largest cathedral ?
1814,2,What effects do nitrates have on the environment ?
1815,2,What is Nitrox diving ?
1816,5,What three European countries begin with the letter A ?
1817,2,What happened in the Long March ?
1818,3,What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?
1819,2,How can I find online spelling ?
1820,6,How many earthworms are in a single pasture ?
1821,4,Who made Stonehenge ?
1822,6,What is the average hourly rate of American workers ?
1823,3,What sport features snatches and clean jerks ?
1824,4,Who 's the founder and editor of The National Review ?
1825,6,In what year did they build the Berlin Wall ?
1826,4,Who was the first governor of West Virginia ?
1827,5,What 's the world 's longest suspension bridge ?
1828,5,What Asian city boasts the world 's biggest bowling alley ?
1829,6,When will Jean Aeul publish her next book ?
1830,4,"What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?"
1831,3,"When it 's time to relax , what one beer stands clear ?"
1832,4,What culture developed the idea of potlatch ?
1833,4,What baseball team became the Minnesota Twins ?
1834,3,What kind of guitar did Jimi Hendrix play ?
1835,5,What were the first three cities to have a population of more than a million ?
1836,5,What constellation contains the twins Castor and Pollux ?
1837,6,How many meters are in a mile ?
1838,2,What is a gas release event ?
1839,3,What James Michener book is subtitled Spanish Travels and Reflections ?
1840,5,What famed London criminal court was once a feudal castle ?
1841,6,How many milligrams are in a gram ?
1842,3,What stringed weapon fires a bolt ?
1843,5,Where did he get the title ?
1844,5,Where can I find a large list of 5 to 6 letter words ?
1845,4,What is Michael Jackson 's middle name ?
1846,4,Who was the first woman to fly solo across the Atlantic ?
1847,6,How long is human gestation ?
1848,2,What does `` Semper Fidelis '' mean ?
1849,3,What kind of suit did true hepcats wear in 1942 ?
1850,5,Where does Mother Angelica live ?
1851,2,How can I find out my Moon sign ?
